10,Alarmanlage,,
1,Archivierungssystem,,
9,Anwendungssoftware,,
4,CRM,,
5,ERP,,
4,Datacenter,,
8,Datenendgerät,,
1,Datensicherung,,
2,Drucker,,
3,Gefahrenmeldeanlage,,
7,Host,,
6,Ip-Adresse,,
8,Kopierer,,
8,LAN,,
4,Scanner,,
4,Network-Devices,,
5,PC-Arbeitsplätze,,
2,Router,,
3,Rechenzentrum,,
3,Paket,,
7,Server,,
7,Speicher,,
8,Switch,,
8,Telefone,,
6,TK-Anlage,,
2,Videoüberwachung,,
2,WLAN/Wi-Fi,,
1,Zahlungsverkehr,,
8,Zeiterfassung,,
10,Zutrittskontrolle,,
